Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
641+31.000      ,1351,-102557.8569,-11528.99574,68.1594434,260.0097657,-0.323884201
641+30.000      ,1352,-102558.0303,-11529.9806,68.15376575,260.0204584,-0.326462211
641+29.000      ,1353,-102558.2035,-11530.96548,68.1480431,260.0310343,-0.329040219
641+28.000      ,1354,-102558.3765,-11531.9504,68.14227545,260.0414932,-0.331618226
641+27.000      ,1355,-102558.5494,-11532.93535,68.13646281,260.0518353,-0.334196231
641+26.000      ,1356,-102558.7221,-11533.92033,68.13060517,260.0620603,-0.336774236
641+25.000      ,1357,-102558.8945,-11534.90534,68.12470253,260.0721685,-0.339352238
641+24.000      ,1358,-102559.0669,-11535.89038,68.1187549,260.0821597,-0.34193024
641+23.000      ,1359,-102559.239,-11536.87545,68.11276228,260.092034,-0.34450824
641+22.000      ,1360,-102559.411,-11537.86055,68.10672465,260.1017913,-0.347086239
641+21.000      ,1361,-102559.5828,-11538.84568,68.10064203,260.1114318,-0.349664236
641+20.000      ,1362,-102559.7545,-11539.83084,68.09451442,260.1209552,-0.352242232
641+19.000      ,1363,-102559.926,-11540.81602,68.0883418,260.1303618,-0.354820226
641+18.000      ,1364,-102560.0973,-11541.80124,68.0821242,260.1396514,-0.357398219
641+17.000      ,1365,-102560.2685,-11542.78648,68.07586159,260.1488241,-0.359976211
641+16.000      ,1366,-102560.4395,-11543.77175,68.06955399,260.1578799,-0.362554201
641+15.000      ,1367,-102560.6103,-11544.75705,68.06320139,260.1668188,-0.365132189
641+14.000      ,1368,-102560.781,-11545.74237,68.0568038,260.1756407,-0.367710177
641+13.000      ,1369,-102560.9516,-11546.72772,68.05036121,260.1843457,-0.370288162
641+12.000      ,1370,-102561.122,-11547.71309,68.04387363,260.1929337,-0.372866146
641+11.000      ,1371,-102561.2922,-11548.69849,68.03734104,260.2014048,-0.375444129
641+10.000      ,1372,-102561.4624,-11549.68391,68.03076347,260.209759,-0.37802211
641+9.000       ,1373,-102561.6323,-11550.66936,68.02414089,260.2179963,-0.38060009
641+8.000       ,1374,-102561.8022,-11551.65484,68.01747332,260.2261166,-0.383178068
641+7.000       ,1375,-102561.9718,-11552.64033,68.01076076,260.23412,-0.385756044
641+6.000       ,1376,-102562.1414,-11553.62585,68.00400319,260.2420065,-0.388334019
641+5.000       ,1377,-102562.3108,-11554.6114,67.99720063,260.249776,-0.390911993
641+4.000       ,1378,-102562.4801,-11555.59697,67.99035308,260.2574286,-0.393489964
641+3.000       ,1379,-102562.6493,-11556.58255,67.98346053,260.2649643,-0.396067935
641+2.000       ,1380,-102562.8183,-11557.56817,67.97652298,260.2723831,-0.398645903
641+1.000       ,1381,-102562.9872,-11558.5538,67.96954044,260.2796849,-0.40122387
641+0.000       ,1382,-102563.156,-11559.53945,67.9625129,260.2868698,-0.403801835
640+99.000      ,1383,-102563.3246,-11560.52513,67.95544036,260.2939378,-0.406379799
640+98.000      ,1384,-102563.4932,-11561.51082,67.94832283,260.3008888,-0.408957761
640+97.000      ,1385,-102563.6616,-11562.49654,67.9411603,260.3077229,-0.411535722
640+96.000      ,1386,-102563.8299,-11563.48228,67.93395277,260.3144401,-0.41411368
640+95.000      ,1387,-102563.9981,-11564.46803,67.92670025,260.3210403,-0.416691637
640+94.000      ,1388,-102564.1661,-11565.45381,67.91940274,260.3275236,-0.419269593
640+93.000      ,1389,-102564.3341,-11566.4396,67.91206022,260.33389,-0.421847547
640+92.000      ,1390,-102564.5019,-11567.42541,67.90467271,260.3401394,-0.424425498
640+91.000      ,1391,-102564.6697,-11568.41124,67.89724021,260.346272,-0.427003449
64090,1391.999998,-102564.8373,-11569.39709,67.88976272,260.3522875,-0.429710289
640+90.000      ,1392,-102564.8373,-11569.39709,67.88976271,260.3522875,-0.429710289
640+89.000      ,1393,-102565.0049,-11570.38296,67.88226271,260.3581862,-0.429710289
640+88.000      ,1394,-102565.1723,-11571.36884,67.87476271,260.3639679,-0.429710289
640+87.000      ,1395,-102565.3396,-11572.35474,67.86726271,260.3696327,-0.429710289
640+86.000      ,1396,-102565.5069,-11573.34065,67.85976271,260.3751806,-0.429710289
640+85.000      ,1397,-102565.674,-11574.32659,67.85226271,260.3806115,-0.429710289
640+84.000      ,1398,-102565.8411,-11575.31253,67.84476271,260.3859255,-0.429710289
640+83.000      ,1399,-102566.0081,-11576.2985,67.83726271,260.3911226,-0.429710289
640+82.000      ,1400,-102566.1749,-11577.28447,67.82976271,260.3962028,-0.429710289
640+81.000      ,1401,-102566.3417,-11578.27047,67.82226271,260.401166,-0.429710289
640+80.000      ,1402,-102566.5084,-11579.25647,67.81476271,260.4060123,-0.429710289
640+79.000      ,1403,-102566.6751,-11580.24249,67.80726271,260.4107416,-0.429710289
640+78.000      ,1404,-102566.8416,-11581.22853,67.79976271,260.4153541,-0.429710289
640+77.000      ,1405,-102567.0081,-11582.21457,67.79226271,260.4198496,-0.429710289
640+76.000      ,1406,-102567.1745,-11583.20063,67.78476271,260.4242281,-0.429710289
640+75.000      ,1407,-102567.3408,-11584.1867,67.77726271,260.4284898,-0.429710289
640+74.000      ,1408,-102567.507,-11585.17279,67.76976271,260.4326345,-0.429710289
640+73.000      ,1409,-102567.6732,-11586.15888,67.76226271,260.4366622,-0.429710289
640+72.000      ,1410,-102567.8393,-11587.14499,67.75476271,260.4405731,-0.429710289
640+71.000      ,1411,-102568.0053,-11588.13111,67.74726271,260.444367,-0.429710289
640+70.000      ,1412,-102568.1713,-11589.11724,67.73976271,260.448044,-0.429710289
640+69.000      ,1413,-102568.3372,-11590.10338,67.73226271,260.451604,-0.429710289
640+68.000      ,1414,-102568.5031,-11591.08954,67.72476271,260.4550472,-0.429710289
640+67.000      ,1415,-102568.6689,-11592.0757,67.71726271,260.4583734,-0.429710289
640+66.000      ,1416,-102568.8346,-11593.06187,67.70976271,260.4615826,-0.429710289
640+65.000      ,1417,-102569.0003,-11594.04805,67.70226271,260.464675,-0.429710289
640+64.000      ,1418,-102569.1659,-11595.03423,67.69476271,260.4676504,-0.429710289
640+63.000      ,1419,-102569.3315,-11596.02043,67.68726271,260.4705088,-0.429710289
640+62.000      ,1420,-102569.497,-11597.00664,67.67976271,260.4732504,-0.429710289
640+61.000      ,1421,-102569.6625,-11597.99285,67.67226271,260.475875,-0.429710289
640+60.000      ,1422,-102569.8279,-11598.97907,67.66476271,260.4783827,-0.429710289
640+59.000      ,1423,-102569.9933,-11599.96529,67.65726271,260.4807734,-0.429710289
640+58.000      ,1424,-102570.1587,-11600.95153,67.64976271,260.4830473,-0.429710289
640+57.000      ,1425,-102570.324,-11601.93777,67.64226271,260.4852042,-0.429710289
640+56.000      ,1426,-102570.4893,-11602.92401,67.63476271,260.4872441,-0.429710289
640+55.000      ,1427,-102570.6546,-11603.91027,67.62726271,260.4891672,-0.429710289
640+54.000      ,1428,-102570.8198,-11604.89652,67.61976271,260.4909733,-0.429710289
640+53.000      ,1429,-102570.985,-11605.88278,67.61226271,260.4926624,-0.429710289
640+52.000      ,1430,-102571.1501,-11606.86905,67.60476271,260.4942347,-0.429710289
640+51.000      ,1431,-102571.3153,-11607.85532,67.59726271,260.49569,-0.429710289
640+50.000      ,1432,-102571.4804,-11608.8416,67.58976271,260.4970284,-0.429710289
640+49.000      ,1433,-102571.6455,-11609.82788,67.58226271,260.4982498,-0.429710289
640+48.000      ,1434,-102571.8105,-11610.81416,67.57476271,260.4993543,-0.429710289
640+47.000      ,1435,-102571.9756,-11611.80044,67.56726271,260.5003419,-0.429710289
640+46.000      ,1436,-102572.1406,-11612.78673,67.55976271,260.5012126,-0.429710289
640+45.000      ,1437,-102572.3056,-11613.77302,67.55226271,260.5019663,-0.429710289
640+44.000      ,1438,-102572.4706,-11614.75931,67.54476271,260.5026031,-0.429710289
640+43.000      ,1439,-102572.6356,-11615.74561,67.53726271,260.503123,-0.429710289
640+42.000      ,1440,-102572.8006,-11616.7319,67.52976271,260.5035259,-0.429710289
640+41.000      ,1441,-102572.9656,-11617.7182,67.52226271,260.503812,-0.429710289
640+40.000      ,1442,-102573.1306,-11618.7045,67.51476271,260.503981,-0.429710289
64039.05,1442.946,-102573.2867,-11619.63753,67.50766771,260.5040334,-0.429710289
640+39.000      ,1443,-102573.2956,-11619.69079,67.50726271,260.5040334,-0.429710289
640+38.000      ,1444,-102573.4605,-11620.67709,67.49976271,260.5040334,-0.429710289
640+37.000      ,1445,-102573.6255,-11621.66339,67.49226271,260.5040334,-0.429710289
640+36.000      ,1446,-102573.7905,-11622.64969,67.48476271,260.5040334,-0.429710289
640+35.000      ,1447,-102573.9555,-11623.63598,67.47726271,260.5040334,-0.429710289
640+34.000      ,1448,-102574.1205,-11624.62228,67.46976271,260.5040334,-0.429710289
640+33.000      ,1449,-102574.2854,-11625.60858,67.46226271,260.5040334,-0.429710289
640+32.000      ,1450,-102574.4504,-11626.59487,67.45476271,260.5040334,-0.429710289
640+31.000      ,1451,-102574.6154,-11627.58117,67.44726271,260.5040334,-0.429710289
640+30.000      ,1452,-102574.7804,-11628.56747,67.43976271,260.5040334,-0.429710289
640+29.000      ,1453,-102574.9454,-11629.55377,67.43226271,260.5040334,-0.429710289
640+28.000      ,1454,-102575.1103,-11630.54006,67.42476271,260.5040334,-0.429710289
640+27.000      ,1455,-102575.2753,-11631.52636,67.41726271,260.5040334,-0.429710289
640+26.000      ,1456,-102575.4403,-11632.51266,67.40976271,260.5040334,-0.429710289
640+25.000      ,1457,-102575.6053,-11633.49895,67.40226271,260.5040334,-0.429710289
640+24.000      ,1458,-102575.7702,-11634.48525,67.39476271,260.5040334,-0.429710289
640+23.000      ,1459,-102575.9352,-11635.47155,67.38726271,260.5040334,-0.429710289
640+22.000      ,1460,-102576.1002,-11636.45785,67.37976271,260.5040334,-0.429710289
640+21.000      ,1461,-102576.2652,-11637.44414,67.37226271,260.5040334,-0.429710289
640+20.000      ,1462,-102576.4302,-11638.43044,67.36476271,260.5040334,-0.429710289
640+19.000      ,1463,-102576.5951,-11639.41674,67.35726271,260.5040334,-0.429710289
640+18.000      ,1464,-102576.7601,-11640.40304,67.34976271,260.5040334,-0.429710289
640+17.000      ,1465,-102576.9251,-11641.38933,67.34226271,260.5040334,-0.429710289
640+16.000      ,1466,-102577.0901,-11642.37563,67.33476271,260.5040334,-0.429710289
640+15.000      ,1467,-102577.255,-11643.36193,67.32726271,260.5040334,-0.429710289
640+14.000      ,1468,-102577.42,-11644.34822,67.31976271,260.5040334,-0.429710289
640+13.000      ,1469,-102577.585,-11645.33452,67.31226271,260.5040334,-0.429710289
640+12.000      ,1470,-102577.75,-11646.32082,67.30476271,260.5040334,-0.429710289
640+11.000      ,1471,-102577.915,-11647.30712,67.29726271,260.5040334,-0.429710289
640+10.000      ,1472,-102578.0799,-11648.29341,67.28976271,260.5040334,-0.429710289
640+9.000       ,1473,-102578.2449,-11649.27971,67.28226271,260.5040334,-0.429710289
640+8.000       ,1474,-102578.4099,-11650.26601,67.27476271,260.5040334,-0.429710289
640+7.000       ,1475,-102578.5749,-11651.2523,67.26726271,260.5040334,-0.429710289
640+6.000       ,1476,-102578.7398,-11652.2386,67.25976271,260.5040334,-0.429710289
640+5.000       ,1477,-102578.9048,-11653.2249,67.25226271,260.5040334,-0.429710289
640+4.000       ,1478,-102579.0698,-11654.2112,67.24476271,260.5040334,-0.429710289
640+3.000       ,1479,-102579.2348,-11655.19749,67.23726271,260.5040334,-0.429710289
640+2.000       ,1480,-102579.3998,-11656.18379,67.22976271,260.5040334,-0.429710289
640+1.000       ,1481,-102579.5647,-11657.17009,67.22226271,260.5040334,-0.429710289
64000,1481.999998,-102579.7297,-11658.15638,67.21476272,260.5040334,-0.429710289
640+0.000       ,1482,-102579.7297,-11658.15639,67.21476271,260.5040334,-0.429710289
639+99.000      ,1483,-102579.8947,-11659.14268,67.20726271,260.5040334,-0.429710289
639+98.000      ,1484,-102580.0597,-11660.12898,67.19976271,260.5040334,-0.429710289
639+97.000      ,1485,-102580.2247,-11661.11528,67.19226271,260.5040334,-0.429710289
639+96.000      ,1486,-102580.3896,-11662.10157,67.18476271,260.5040334,-0.429710289
639+95.000      ,1487,-102580.5546,-11663.08787,67.17726271,260.5040334,-0.429710289
639+94.000      ,1488,-102580.7196,-11664.07417,67.16976271,260.5040334,-0.429710289
639+93.000      ,1489,-102580.8846,-11665.06047,67.16226271,260.5040334,-0.429710289
639+92.000      ,1490,-102581.0495,-11666.04676,67.15476271,260.5040334,-0.429710289
639+91.000      ,1491,-102581.2145,-11667.03306,67.14726271,260.5040334,-0.429710289
639+90.000      ,1492,-102581.3795,-11668.01936,67.13976271,260.5040334,-0.429710289
639+89.000      ,1493,-102581.5445,-11669.00565,67.13226271,260.5040334,-0.429710289
639+88.000      ,1494,-102581.7095,-11669.99195,67.12476271,260.5040334,-0.429710289
639+87.000      ,1495,-102581.8744,-11670.97825,67.11726271,260.5040334,-0.429710289
639+86.000      ,1496,-102582.0394,-11671.96455,67.10976271,260.5040334,-0.429710289
639+85.000      ,1497,-102582.2044,-11672.95084,67.10226271,260.5040334,-0.429710289
639+84.000      ,1498,-102582.3694,-11673.93714,67.09476271,260.5040334,-0.429710289
639+83.000      ,1499,-102582.5343,-11674.92344,67.08726271,260.5040334,-0.429710289
639+82.000      ,1500,-102582.6993,-11675.90974,67.07976271,260.5040334,-0.429710289
639+81.000      ,1501,-102582.8643,-11676.89603,67.07226271,260.5040334,-0.429710289
639+80.000      ,1502,-102583.0293,-11677.88233,67.06476271,260.5040334,-0.429710289
639+79.000      ,1503,-102583.1943,-11678.86863,67.05726271,260.5040334,-0.429710289
639+78.000      ,1504,-102583.3592,-11679.85492,67.04976271,260.5040334,-0.429710289
639+77.000      ,1505,-102583.5242,-11680.84122,67.04226271,260.5040334,-0.429710289
639+76.000      ,1506,-102583.6892,-11681.82752,67.03476271,260.5040334,-0.429710289
639+75.000      ,1507,-102583.8542,-11682.81382,67.02726271,260.5040334,-0.429710289
639+74.000      ,1508,-102584.0192,-11683.80011,67.01976271,260.5040334,-0.429710289
639+73.000      ,1509,-102584.1841,-11684.78641,67.01226271,260.5040334,-0.429710289
639+72.000      ,1510,-102584.3491,-11685.77271,67.00476271,260.5040334,-0.429710289
639+71.000      ,1511,-102584.5141,-11686.759,66.99726271,260.5040334,-0.429710289
639+70.000      ,1512,-102584.6791,-11687.7453,66.98976271,260.5040334,-0.429710289
639+69.000      ,1513,-102584.844,-11688.7316,66.98226271,260.5040334,-0.429710289
639+68.000      ,1514,-102585.009,-11689.7179,66.97476271,260.5040334,-0.429710289
639+67.000      ,1515,-102585.174,-11690.70419,66.96726271,260.5040334,-0.429710289
639+66.000      ,1516,-102585.339,-11691.69049,66.95976271,260.5040334,-0.429710289
639+65.000      ,1517,-102585.504,-11692.67679,66.95226271,260.5040334,-0.429710289
639+64.000      ,1518,-102585.6689,-11693.66308,66.94476271,260.5040334,-0.429710289
639+63.000      ,1519,-102585.8339,-11694.64938,66.93726271,260.5040334,-0.429710289
639+62.000      ,1520,-102585.9989,-11695.63568,66.92976271,260.5040334,-0.429710289
639+61.000      ,1521,-102586.1639,-11696.62198,66.92226271,260.5040334,-0.429710289
639+60.000      ,1522,-102586.3288,-11697.60827,66.91476271,260.5040334,-0.429710289
639+59.000      ,1523,-102586.4938,-11698.59457,66.90726271,260.5040334,-0.429710289
639+58.000      ,1524,-102586.6588,-11699.58087,66.89976271,260.5040334,-0.429710289
639+57.000      ,1525,-102586.8238,-11700.56717,66.89226271,260.5040334,-0.429710289
639+56.000      ,1526,-102586.9888,-11701.55346,66.88476271,260.5040334,-0.429710289
639+55.000      ,1527,-102587.1537,-11702.53976,66.87726271,260.5040334,-0.429710289
639+54.000      ,1528,-102587.3187,-11703.52606,66.86976271,260.5040334,-0.429710289
639+53.000      ,1529,-102587.4837,-11704.51235,66.86226271,260.5040334,-0.429710289
639+52.000      ,1530,-102587.6487,-11705.49865,66.85476271,260.5040334,-0.429710289
639+51.000      ,1531,-102587.8136,-11706.48495,66.84726271,260.5040334,-0.429710289
639+50.000      ,1532,-102587.9786,-11707.47125,66.83976271,260.5040334,-0.429710289
639+49.000      ,1533,-102588.1436,-11708.45754,66.83226271,260.5040334,-0.429710289
639+48.000      ,1534,-102588.3086,-11709.44384,66.82476271,260.5040334,-0.429710289
639+47.000      ,1535,-102588.4736,-11710.43014,66.81726271,260.5040334,-0.429710289
639+46.000      ,1536,-102588.6385,-11711.41643,66.80976271,260.5040334,-0.429710289
639+45.000      ,1537,-102588.8035,-11712.40273,66.80226271,260.5040334,-0.429710289
639+44.000      ,1538,-102588.9685,-11713.38903,66.79476271,260.5040334,-0.429710289
639+43.000      ,1539,-102589.1335,-11714.37533,66.78726271,260.5040334,-0.429710289
639+42.000      ,1540,-102589.2985,-11715.36162,66.77976271,260.5040334,-0.429710289
639+41.000      ,1541,-102589.4634,-11716.34792,66.77226271,260.5040334,-0.429710289
639+40.000      ,1542,-102589.6284,-11717.33422,66.76476271,260.5040334,-0.429710289
639+39.000      ,1543,-102589.7934,-11718.32052,66.75726271,260.5040334,-0.429710289
639+38.000      ,1544,-102589.9584,-11719.30681,66.74976271,260.5040334,-0.429710289
639+37.000      ,1545,-102590.1233,-11720.29311,66.74226271,260.5040334,-0.429710289
639+36.000      ,1546,-102590.2883,-11721.27941,66.73476271,260.5040334,-0.429710289
639+35.000      ,1547,-102590.4533,-11722.2657,66.72726271,260.5040334,-0.429710289
639+34.000      ,1548,-102590.6183,-11723.252,66.71976271,260.5040334,-0.429710289
639+33.000      ,1549,-102590.7833,-11724.2383,66.71226271,260.5040334,-0.429710289
639+32.000      ,1550,-102590.9482,-11725.2246,66.70476271,260.5040334,-0.429710289
639+31.000      ,1551,-102591.1132,-11726.21089,66.69726271,260.5040334,-0.429710289
639+30.000      ,1552,-102591.2782,-11727.19719,66.68976271,260.5040334,-0.429710289
639+29.000      ,1553,-102591.4432,-11728.18349,66.68226271,260.5040334,-0.429710289
639+28.000      ,1554,-102591.6081,-11729.16978,66.67476271,260.5040334,-0.429710289
639+27.000      ,1555,-102591.7731,-11730.15608,66.66726271,260.5040334,-0.429710289
639+26.000      ,1556,-102591.9381,-11731.14238,66.65976271,260.5040334,-0.429710289
639+25.000      ,1557,-102592.1031,-11732.12868,66.65226271,260.5040334,-0.429710289
639+24.000      ,1558,-102592.2681,-11733.11497,66.64476271,260.5040334,-0.429710289
639+23.000      ,1559,-102592.433,-11734.10127,66.63726271,260.5040334,-0.429710289
