Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
627+78.000      ,2704,-102781.333,-12863.41159,58.04976271,260.5040334,-0.429710289
627+77.000      ,2705,-102781.498,-12864.39788,58.04226271,260.5040334,-0.429710289
627+76.000      ,2706,-102781.663,-12865.38418,58.03476271,260.5040334,-0.429710289
627+75.000      ,2707,-102781.828,-12866.37048,58.02726271,260.5040334,-0.429710289
627+74.000      ,2708,-102781.993,-12867.35677,58.01976271,260.5040334,-0.429710289
627+73.000      ,2709,-102782.1579,-12868.34307,58.01226271,260.5040334,-0.429710289
627+72.000      ,2710,-102782.3229,-12869.32937,58.00476271,260.5040334,-0.429710289
627+71.000      ,2711,-102782.4879,-12870.31567,57.99726271,260.5040334,-0.429710289
627+70.000      ,2712,-102782.6529,-12871.30196,57.98976271,260.5040334,-0.429710289
627+69.000      ,2713,-102782.8179,-12872.28826,57.98226271,260.5040334,-0.429710289
627+68.000      ,2714,-102782.9828,-12873.27456,57.97476271,260.5040334,-0.429710289
627+67.000      ,2715,-102783.1478,-12874.26085,57.96726271,260.5040334,-0.429710289
627+66.000      ,2716,-102783.3128,-12875.24715,57.95976271,260.5040334,-0.429710289
627+65.000      ,2717,-102783.4778,-12876.23345,57.95226271,260.5040334,-0.429710289
627+64.000      ,2718,-102783.6427,-12877.21975,57.94476271,260.5040334,-0.429710289
627+63.000      ,2719,-102783.8077,-12878.20604,57.93726271,260.5040334,-0.429710289
627+62.000      ,2720,-102783.9727,-12879.19234,57.92976271,260.5040334,-0.429710289
627+61.000      ,2721,-102784.1377,-12880.17864,57.92226271,260.5040334,-0.429710289
627+60.000      ,2722,-102784.3027,-12881.16494,57.91476271,260.5040334,-0.429710289
627+59.000      ,2723,-102784.4676,-12882.15123,57.90726271,260.5040334,-0.429710289
627+58.000      ,2724,-102784.6326,-12883.13753,57.89976271,260.5040334,-0.429710289
627+57.000      ,2725,-102784.7976,-12884.12383,57.89226271,260.5040334,-0.429710289
627+56.000      ,2726,-102784.9626,-12885.11012,57.88476271,260.5040334,-0.429710289
627+55.000      ,2727,-102785.1275,-12886.09642,57.87726271,260.5040334,-0.429710289
627+54.000      ,2728,-102785.2925,-12887.08272,57.86976271,260.5040334,-0.429710289
627+53.000      ,2729,-102785.4575,-12888.06902,57.86226271,260.5040334,-0.429710289
627+52.000      ,2730,-102785.6225,-12889.05531,57.85476271,260.5040334,-0.429710289
627+51.000      ,2731,-102785.7875,-12890.04161,57.84726271,260.5040334,-0.429710289
627+50.000      ,2732,-102785.9524,-12891.02791,57.83976271,260.5040334,-0.429710289
627+49.000      ,2733,-102786.1174,-12892.0142,57.83226271,260.5040334,-0.429710289
627+48.000      ,2734,-102786.2824,-12893.0005,57.82476271,260.5040334,-0.429710289
627+47.000      ,2735,-102786.4474,-12893.9868,57.81726271,260.5040334,-0.429710289
627+46.000      ,2736,-102786.6123,-12894.9731,57.80976271,260.5040334,-0.429710289
627+45.000      ,2737,-102786.7773,-12895.95939,57.80226271,260.5040334,-0.429710289
627+44.000      ,2738,-102786.9423,-12896.94569,57.79476271,260.5040334,-0.429710289
627+43.000      ,2739,-102787.1073,-12897.93199,57.78726271,260.5040334,-0.429710289
627+42.000      ,2740,-102787.2723,-12898.91829,57.77976271,260.5040334,-0.429710289
627+41.000      ,2741,-102787.4372,-12899.90458,57.77226271,260.5040334,-0.429710289
627+40.000      ,2742,-102787.6022,-12900.89088,57.76476271,260.5040334,-0.429710289
627+39.000      ,2743,-102787.7672,-12901.87718,57.75726271,260.5040334,-0.429710289
627+38.000      ,2744,-102787.9322,-12902.86347,57.74976271,260.5040334,-0.429710289
627+37.000      ,2745,-102788.0972,-12903.84977,57.74226271,260.5040334,-0.429710289
627+36.000      ,2746,-102788.2621,-12904.83607,57.73476271,260.5040334,-0.429710289
627+35.000      ,2747,-102788.4271,-12905.82237,57.72726271,260.5040334,-0.429710289
627+34.000      ,2748,-102788.5921,-12906.80866,57.71976271,260.5040334,-0.429710289
627+33.000      ,2749,-102788.7571,-12907.79496,57.71226271,260.5040334,-0.429710289
627+32.000      ,2750,-102788.922,-12908.78126,57.70476271,260.5040334,-0.429710289
627+31.000      ,2751,-102789.087,-12909.76755,57.69726271,260.5040334,-0.429710289
627+30.000      ,2752,-102789.252,-12910.75385,57.68976271,260.5040334,-0.429710289
627+29.000      ,2753,-102789.417,-12911.74015,57.68226271,260.5040334,-0.429710289
627+28.000      ,2754,-102789.582,-12912.72645,57.67476271,260.5040334,-0.429710289
627+27.000      ,2755,-102789.7469,-12913.71274,57.66726271,260.5040334,-0.429710289
627+26.000      ,2756,-102789.9119,-12914.69904,57.65976271,260.5040334,-0.429710289
627+25.000      ,2757,-102790.0769,-12915.68534,57.65226271,260.5040334,-0.429710289
627+24.000      ,2758,-102790.2419,-12916.67163,57.64476271,260.5040334,-0.429710289
627+23.000      ,2759,-102790.4068,-12917.65793,57.63726271,260.5040334,-0.429710289
627+22.000      ,2760,-102790.5718,-12918.64423,57.62976271,260.5040334,-0.429710289
627+21.000      ,2761,-102790.7368,-12919.63053,57.62226271,260.5040334,-0.429710289
627+20.000      ,2762,-102790.9018,-12920.61682,57.61476271,260.5040334,-0.429710289
627+19.000      ,2763,-102791.0668,-12921.60312,57.60726271,260.5040334,-0.429710289
627+18.000      ,2764,-102791.2317,-12922.58942,57.59976271,260.5040334,-0.429710289
627+17.000      ,2765,-102791.3967,-12923.57572,57.59226271,260.5040334,-0.429710289
627+16.000      ,2766,-102791.5617,-12924.56201,57.58476271,260.5040334,-0.429710289
627+15.000      ,2767,-102791.7267,-12925.54831,57.57726271,260.5040334,-0.429710289
627+14.000      ,2768,-102791.8917,-12926.53461,57.56976271,260.5040334,-0.429710289
627+13.000      ,2769,-102792.0566,-12927.5209,57.56226271,260.5040334,-0.429710289
627+12.000      ,2770,-102792.2216,-12928.5072,57.55476271,260.5040334,-0.429710289
627+11.000      ,2771,-102792.3866,-12929.4935,57.54726271,260.5040334,-0.429710289
627+10.000      ,2772,-102792.5516,-12930.4798,57.53976271,260.5040334,-0.429710289
627+9.000       ,2773,-102792.7165,-12931.46609,57.53226271,260.5040334,-0.429710289
627+8.000       ,2774,-102792.8815,-12932.45239,57.52476271,260.5040334,-0.429710289
627+7.000       ,2775,-102793.0465,-12933.43869,57.51726271,260.5040334,-0.429710289
627+6.000       ,2776,-102793.2115,-12934.42498,57.50976271,260.5040334,-0.429710289
627+5.000       ,2777,-102793.3765,-12935.41128,57.50226271,260.5040334,-0.429710289
627+4.000       ,2778,-102793.5414,-12936.39758,57.49476271,260.5040334,-0.429710289
627+3.000       ,2779,-102793.7064,-12937.38388,57.48726271,260.5040334,-0.429710289
627+2.000       ,2780,-102793.8714,-12938.37017,57.47976271,260.5040334,-0.429710289
627+1.000       ,2781,-102794.0364,-12939.35647,57.47226271,260.5040334,-0.429710289
627+0.000       ,2782,-102794.2013,-12940.34277,57.46476271,260.5040334,-0.429710289
626+99.000      ,2783,-102794.3663,-12941.32907,57.45726271,260.5040334,-0.429710289
626+98.000      ,2784,-102794.5313,-12942.31536,57.44976271,260.5040334,-0.429710289
626+97.000      ,2785,-102794.6963,-12943.30166,57.44226271,260.5040334,-0.429710289
626+96.000      ,2786,-102794.8613,-12944.28796,57.43476271,260.5040334,-0.429710289
626+95.000      ,2787,-102795.0262,-12945.27425,57.42726271,260.5040334,-0.429710289
626+94.000      ,2788,-102795.1912,-12946.26055,57.41976271,260.5040334,-0.429710289
626+93.000      ,2789,-102795.3562,-12947.24685,57.41226271,260.5040334,-0.429710289
626+92.000      ,2790,-102795.5212,-12948.23315,57.40476271,260.5040334,-0.429710289
626+91.000      ,2791,-102795.6861,-12949.21944,57.39726271,260.5040334,-0.429710289
626+90.000      ,2792,-102795.8511,-12950.20574,57.38976271,260.5040334,-0.429710289
626+89.000      ,2793,-102796.0161,-12951.19204,57.38226271,260.5040334,-0.429710289
626+88.000      ,2794,-102796.1811,-12952.17833,57.37476271,260.5040334,-0.429710289
626+87.000      ,2795,-102796.3461,-12953.16463,57.36726271,260.5040334,-0.429710289
626+86.000      ,2796,-102796.511,-12954.15093,57.35976271,260.5040334,-0.429710289
626+85.000      ,2797,-102796.676,-12955.13723,57.35226271,260.5040334,-0.429710289
626+84.000      ,2798,-102796.841,-12956.12352,57.34476271,260.5040334,-0.429710289
626+83.000      ,2799,-102797.006,-12957.10982,57.33726271,260.5040334,-0.429710289
626+82.000      ,2800,-102797.171,-12958.09612,57.32976271,260.5040334,-0.429710289
626+81.000      ,2801,-102797.3359,-12959.08242,57.32226271,260.5040334,-0.429710289
626+80.000      ,2802,-102797.5009,-12960.06871,57.31476271,260.5040334,-0.429710289
626+79.000      ,2803,-102797.6659,-12961.05501,57.30726271,260.5040334,-0.429710289
626+78.000      ,2804,-102797.8309,-12962.04131,57.29976271,260.5040334,-0.429710289
626+77.000      ,2805,-102797.9958,-12963.0276,57.29226271,260.5040334,-0.429710289
626+76.000      ,2806,-102798.1608,-12964.0139,57.28476271,260.5040334,-0.429710289
626+75.000      ,2807,-102798.3258,-12965.0002,57.27726271,260.5040334,-0.429710289
626+74.000      ,2808,-102798.4908,-12965.9865,57.26976271,260.5040334,-0.429710289
626+73.000      ,2809,-102798.6558,-12966.97279,57.26226271,260.5040334,-0.429710289
626+72.000      ,2810,-102798.8207,-12967.95909,57.25476271,260.5040334,-0.429710289
626+71.000      ,2811,-102798.9857,-12968.94539,57.24726271,260.5040334,-0.429710289
626+70.000      ,2812,-102799.1507,-12969.93168,57.23976271,260.5040334,-0.429710289
626+69.000      ,2813,-102799.3157,-12970.91798,57.23226271,260.5040334,-0.429710289
626+68.000      ,2814,-102799.4806,-12971.90428,57.22476271,260.5040334,-0.429710289
626+67.000      ,2815,-102799.6456,-12972.89058,57.21726271,260.5040334,-0.429710289
626+66.000      ,2816,-102799.8106,-12973.87687,57.20976271,260.5040334,-0.429710289
626+65.000      ,2817,-102799.9756,-12974.86317,57.20226271,260.5040334,-0.429710289
626+64.000      ,2818,-102800.1406,-12975.84947,57.19476271,260.5040334,-0.429710289
626+63.000      ,2819,-102800.3055,-12976.83577,57.18726271,260.5040334,-0.429710289
626+62.000      ,2820,-102800.4705,-12977.82206,57.17976271,260.5040334,-0.429710289
626+61.000      ,2821,-102800.6355,-12978.80836,57.17226271,260.5040334,-0.429710289
626+60.000      ,2822,-102800.8005,-12979.79466,57.16476271,260.5040334,-0.429710289
626+59.000      ,2823,-102800.9655,-12980.78095,57.15726271,260.5040334,-0.429710289
626+58.000      ,2824,-102801.1304,-12981.76725,57.14976271,260.5040334,-0.429710289
626+57.000      ,2825,-102801.2954,-12982.75355,57.14226271,260.5040334,-0.429710289
626+56.000      ,2826,-102801.4604,-12983.73985,57.13476271,260.5040334,-0.429710289
626+55.000      ,2827,-102801.6254,-12984.72614,57.12726271,260.5040334,-0.429710289
626+54.000      ,2828,-102801.7903,-12985.71244,57.11976271,260.5040334,-0.429710289
626+53.000      ,2829,-102801.9553,-12986.69874,57.11226271,260.5040334,-0.429710289
626+52.000      ,2830,-102802.1203,-12987.68503,57.10476271,260.5040334,-0.429710289
626+51.000      ,2831,-102802.2853,-12988.67133,57.09726271,260.5040334,-0.429710289
626+50.000      ,2832,-102802.4503,-12989.65763,57.08976271,260.5040334,-0.429710289
626+49.000      ,2833,-102802.6152,-12990.64393,57.08226271,260.5040334,-0.429710289
626+48.000      ,2834,-102802.7802,-12991.63022,57.07476271,260.5040334,-0.429710289
626+47.000      ,2835,-102802.9452,-12992.61652,57.06726271,260.5040334,-0.429710289
626+46.000      ,2836,-102803.1102,-12993.60282,57.05976271,260.5040334,-0.429710289
626+45.000      ,2837,-102803.2751,-12994.58912,57.05226271,260.5040334,-0.429710289
626+44.000      ,2838,-102803.4401,-12995.57541,57.04476271,260.5040334,-0.429710289
626+43.000      ,2839,-102803.6051,-12996.56171,57.03726271,260.5040334,-0.429710289
626+42.000      ,2840,-102803.7701,-12997.54801,57.02976271,260.5040334,-0.429710289
626+41.000      ,2841,-102803.9351,-12998.5343,57.02226271,260.5040334,-0.429710289
626+40.000      ,2842,-102804.1,-12999.5206,57.01476271,260.5040334,-0.429710289
626+39.000      ,2843,-102804.265,-13000.5069,57.00726271,260.5040334,-0.429710289
626+38.000      ,2844,-102804.43,-13001.4932,56.99976271,260.5040334,-0.429710289
626+37.000      ,2845,-102804.595,-13002.47949,56.99226271,260.5040334,-0.429710289
626+36.000      ,2846,-102804.7599,-13003.46579,56.98476271,260.5040334,-0.429710289
626+35.000      ,2847,-102804.9249,-13004.45209,56.97726271,260.5040334,-0.429710289
626+34.000      ,2848,-102805.0899,-13005.43838,56.96976271,260.5040334,-0.429710289
626+33.000      ,2849,-102805.2549,-13006.42468,56.96226271,260.5040334,-0.429710289
626+32.000      ,2850,-102805.4199,-13007.41098,56.95476271,260.5040334,-0.429710289
626+31.000      ,2851,-102805.5848,-13008.39728,56.94726271,260.5040334,-0.429710289
626+30.000      ,2852,-102805.7498,-13009.38357,56.93976271,260.5040334,-0.429710289
626+29.000      ,2853,-102805.9148,-13010.36987,56.93226271,260.5040334,-0.429710289
626+28.000      ,2854,-102806.0798,-13011.35617,56.92476271,260.5040334,-0.429710289
626+27.000      ,2855,-102806.2448,-13012.34247,56.91726271,260.5040334,-0.429710289
626+26.000      ,2856,-102806.4097,-13013.32876,56.90976271,260.5040334,-0.429710289
626+25.000      ,2857,-102806.5747,-13014.31506,56.90226271,260.5040334,-0.429710289
626+24.000      ,2858,-102806.7397,-13015.30136,56.89476271,260.5040334,-0.429710289
626+23.000      ,2859,-102806.9047,-13016.28765,56.88726271,260.5040334,-0.429710289
626+22.000      ,2860,-102807.0696,-13017.27395,56.87976271,260.5040334,-0.429710289
626+21.000      ,2861,-102807.2346,-13018.26025,56.87226271,260.5040334,-0.429710289
626+20.000      ,2862,-102807.3996,-13019.24655,56.86476271,260.5040334,-0.429710289
626+19.000      ,2863,-102807.5646,-13020.23284,56.85726271,260.5040334,-0.429710289
626+18.000      ,2864,-102807.7296,-13021.21914,56.84976271,260.5040334,-0.429710289
626+17.000      ,2865,-102807.8945,-13022.20544,56.84226271,260.5040334,-0.429710289
626+16.000      ,2866,-102808.0595,-13023.19173,56.83476271,260.5040334,-0.429710289
626+15.000      ,2867,-102808.2245,-13024.17803,56.82726271,260.5040334,-0.429710289
626+14.000      ,2868,-102808.3895,-13025.16433,56.81976271,260.5040334,-0.429710289
626+13.000      ,2869,-102808.5544,-13026.15063,56.81226271,260.5040334,-0.429710289
626+12.000      ,2870,-102808.7194,-13027.13692,56.80476271,260.5040334,-0.429710289
626+11.000      ,2871,-102808.8844,-13028.12322,56.79726271,260.5040334,-0.429710289
626+10.000      ,2872,-102809.0494,-13029.10952,56.78976271,260.5040334,-0.429710289
626+9.000       ,2873,-102809.2144,-13030.09581,56.78226271,260.5040334,-0.429710289
626+8.000       ,2874,-102809.3793,-13031.08211,56.77476271,260.5040334,-0.429710289
626+7.000       ,2875,-102809.5443,-13032.06841,56.76726271,260.5040334,-0.429710289
626+6.000       ,2876,-102809.7093,-13033.05471,56.75976271,260.5040334,-0.429710289
626+5.000       ,2877,-102809.8743,-13034.041,56.75226271,260.5040334,-0.429710289
626+4.000       ,2878,-102810.0393,-13035.0273,56.74476271,260.5040334,-0.429710289
626+3.000       ,2879,-102810.2042,-13036.0136,56.73726271,260.5040334,-0.429710289
626+2.000       ,2880,-102810.3692,-13036.9999,56.72976271,260.5040334,-0.429710289
626+1.000       ,2881,-102810.5342,-13037.98619,56.72226271,260.5040334,-0.429710289
626+0.000       ,2882,-102810.6992,-13038.97249,56.71476271,260.5040334,-0.429710289
625+99.000      ,2883,-102810.8641,-13039.95879,56.70726271,260.5040334,-0.429710289
625+98.000      ,2884,-102811.0291,-13040.94508,56.69976271,260.5040334,-0.429710289
625+97.000      ,2885,-102811.1941,-13041.93138,56.69226271,260.5040334,-0.429710289
625+96.000      ,2886,-102811.3591,-13042.91768,56.68476271,260.5040334,-0.429710289
625+95.000      ,2887,-102811.5241,-13043.90398,56.67726271,260.5040334,-0.429710289
625+94.000      ,2888,-102811.689,-13044.89027,56.66976271,260.5040334,-0.429710289
625+93.000      ,2889,-102811.854,-13045.87657,56.66226271,260.5040334,-0.429710289
625+92.000      ,2890,-102812.019,-13046.86287,56.65476271,260.5040334,-0.429710289
625+91.000      ,2891,-102812.184,-13047.84916,56.64726271,260.5040334,-0.429710289
625+90.000      ,2892,-102812.3489,-13048.83546,56.63976271,260.5040334,-0.429710289
625+89.000      ,2893,-102812.5139,-13049.82176,56.63226271,260.5040334,-0.429710289
625+88.000      ,2894,-102812.6789,-13050.80806,56.62476271,260.5040334,-0.429710289
625+87.000      ,2895,-102812.8439,-13051.79435,56.61726271,260.5040334,-0.429710289
625+86.000      ,2896,-102813.0089,-13052.78065,56.60976271,260.5040334,-0.429710289
625+85.000      ,2897,-102813.1738,-13053.76695,56.60226271,260.5040334,-0.429710289
625+84.000      ,2898,-102813.3388,-13054.75325,56.59476271,260.5040334,-0.429710289
625+83.000      ,2899,-102813.5038,-13055.73954,56.58726271,260.5040334,-0.429710289
625+82.000      ,2900,-102813.6688,-13056.72584,56.57976271,260.5040334,-0.429710289
625+81.000      ,2901,-102813.8337,-13057.71214,56.57226271,260.5040334,-0.429710289
625+80.000      ,2902,-102813.9987,-13058.69843,56.56476271,260.5040334,-0.429710289
625+79.000      ,2903,-102814.1637,-13059.68473,56.55726271,260.5040334,-0.429710289
625+78.000      ,2904,-102814.3287,-13060.67103,56.54976271,260.5040334,-0.429710289
625+77.000      ,2905,-102814.4937,-13061.65733,56.54226271,260.5040334,-0.429710289
625+76.000      ,2906,-102814.6586,-13062.64362,56.53476271,260.5040334,-0.429710289
625+75.000      ,2907,-102814.8236,-13063.62992,56.52726271,260.5040334,-0.429710289
625+74.000      ,2908,-102814.9886,-13064.61622,56.51976271,260.5040334,-0.429710289
625+73.000      ,2909,-102815.1536,-13065.60251,56.51226271,260.5040334,-0.429710289
625+72.000      ,2910,-102815.3186,-13066.58881,56.50476271,260.5040334,-0.429710289
625+71.000      ,2911,-102815.4835,-13067.57511,56.49726271,260.5040334,-0.429710289
625+70.000      ,2912,-102815.6485,-13068.56141,56.48976271,260.5040334,-0.429710289
625+69.000      ,2913,-102815.8135,-13069.5477,56.48226271,260.5040334,-0.429710289
625+68.000      ,2914,-102815.9785,-13070.534,56.47476271,260.5040334,-0.429710289
625+67.000      ,2915,-102816.1434,-13071.5203,56.46726271,260.5040334,-0.429710289
625+66.000      ,2916,-102816.3084,-13072.5066,56.45976271,260.5040334,-0.429710289
625+65.000      ,2917,-102816.4734,-13073.49289,56.45226271,260.5040334,-0.429710289
625+64.000      ,2918,-102816.6384,-13074.47919,56.44476271,260.5040334,-0.429710289
625+63.000      ,2919,-102816.8034,-13075.46549,56.43726271,260.5040334,-0.429710289
625+62.000      ,2920,-102816.9683,-13076.45178,56.42976271,260.5040334,-0.429710289
625+61.000      ,2921,-102817.1333,-13077.43808,56.42226271,260.5040334,-0.429710289
625+60.000      ,2922,-102817.2983,-13078.42438,56.41476271,260.5040334,-0.429710289
625+59.000      ,2923,-102817.4633,-13079.41068,56.40726271,260.5040334,-0.429710289
625+58.000      ,2924,-102817.6282,-13080.39697,56.39976271,260.5040334,-0.429710289
625+57.000      ,2925,-102817.7932,-13081.38327,56.39226271,260.5040334,-0.429710289
625+56.000      ,2926,-102817.9582,-13082.36957,56.38476271,260.5040334,-0.429710289
625+55.000      ,2927,-102818.1232,-13083.35586,56.37726271,260.5040334,-0.429710289
625+54.000      ,2928,-102818.2882,-13084.34216,56.36976271,260.5040334,-0.429710289
625+53.000      ,2929,-102818.4531,-13085.32846,56.36226271,260.5040334,-0.429710289
625+52.000      ,2930,-102818.6181,-13086.31476,56.35476271,260.5040334,-0.429710289
625+51.000      ,2931,-102818.7831,-13087.30105,56.34726271,260.5040334,-0.429710289
625+50.000      ,2932,-102818.9481,-13088.28735,56.33976271,260.5040334,-0.429710289
625+49.000      ,2933,-102819.1131,-13089.27365,56.33226271,260.5040334,-0.429710289
625+48.000      ,2934,-102819.278,-13090.25995,56.32476271,260.5040334,-0.429710289
625+47.000      ,2935,-102819.443,-13091.24624,56.31726271,260.5040334,-0.429710289
625+46.000      ,2936,-102819.608,-13092.23254,56.30976271,260.5040334,-0.429710289
625+45.000      ,2937,-102819.773,-13093.21884,56.30226271,260.5040334,-0.429710289
625+44.000      ,2938,-102819.9379,-13094.20513,56.29476271,260.5040334,-0.429710289
625+43.000      ,2939,-102820.1029,-13095.19143,56.28726271,260.5040334,-0.429710289
625+42.000      ,2940,-102820.2679,-13096.17773,56.27976271,260.5040334,-0.429710289
625+41.000      ,2941,-102820.4329,-13097.16403,56.27226271,260.5040334,-0.429710289
625+40.000      ,2942,-102820.5979,-13098.15032,56.26476271,260.5040334,-0.429710289
625+39.000      ,2943,-102820.7628,-13099.13662,56.25726271,260.5040334,-0.429710289
625+38.000      ,2944,-102820.9278,-13100.12292,56.24976271,260.5040334,-0.429710289
625+37.000      ,2945,-102821.0928,-13101.10921,56.24226271,260.5040334,-0.429710289
625+36.000      ,2946,-102821.2578,-13102.09551,56.23476271,260.5040334,-0.429710289
625+35.000      ,2947,-102821.4227,-13103.08181,56.22726271,260.5040334,-0.429710289
625+34.000      ,2948,-102821.5877,-13104.06811,56.21976271,260.5040334,-0.429710289
625+33.000      ,2949,-102821.7527,-13105.0544,56.21226271,260.5040334,-0.429710289
625+32.000      ,2950,-102821.9177,-13106.0407,56.20476271,260.5040334,-0.429710289
625+31.000      ,2951,-102822.0827,-13107.027,56.19726271,260.5040334,-0.429710289
625+30.000      ,2952,-102822.2476,-13108.0133,56.18976271,260.5040334,-0.429710289
625+29.000      ,2953,-102822.4126,-13108.99959,56.18226271,260.5040334,-0.429710289
625+28.000      ,2954,-102822.5776,-13109.98589,56.17476271,260.5040334,-0.429710289
625+27.000      ,2955,-102822.7426,-13110.97219,56.16726271,260.5040334,-0.429710289
625+26.000      ,2956,-102822.9075,-13111.95848,56.15976271,260.5040334,-0.429710289
625+25.000      ,2957,-102823.0725,-13112.94478,56.15226271,260.5040334,-0.429710289
625+24.000      ,2958,-102823.2375,-13113.93108,56.14476271,260.5040334,-0.429710289
625+23.000      ,2959,-102823.4025,-13114.91738,56.13726271,260.5040334,-0.429710289
625+22.000      ,2960,-102823.5675,-13115.90367,56.12976271,260.5040334,-0.429710289
625+21.000      ,2961,-102823.7324,-13116.88997,56.12226271,260.5040334,-0.429710289
625+20.000      ,2962,-102823.8974,-13117.87627,56.11476271,260.5040334,-0.429710289
625+19.000      ,2963,-102824.0624,-13118.86256,56.10726271,260.5040334,-0.429710289
625+18.000      ,2964,-102824.2274,-13119.84886,56.09976271,260.5040334,-0.429710289
625+17.000      ,2965,-102824.3924,-13120.83516,56.09226271,260.5040334,-0.429710289
625+16.000      ,2966,-102824.5573,-13121.82146,56.08476271,260.5040334,-0.429710289
625+15.000      ,2967,-102824.7223,-13122.80775,56.07726271,260.5040334,-0.429710289
625+14.000      ,2968,-102824.8873,-13123.79405,56.06976271,260.5040334,-0.429710289
625+13.000      ,2969,-102825.0523,-13124.78035,56.06226271,260.5040334,-0.429710289
625+12.000      ,2970,-102825.2172,-13125.76665,56.05476271,260.5040334,-0.429710289
625+11.000      ,2971,-102825.3822,-13126.75294,56.04726271,260.5040334,-0.429710289
625+10.000      ,2972,-102825.5472,-13127.73924,56.03976271,260.5040334,-0.429710289
625+9.000       ,2973,-102825.7122,-13128.72554,56.03226271,260.5040334,-0.429710289
625+8.000       ,2974,-102825.8772,-13129.71183,56.02476271,260.5040334,-0.429710289
625+7.000       ,2975,-102826.0421,-13130.69813,56.01726271,260.5040334,-0.429710289
625+6.000       ,2976,-102826.2071,-13131.68443,56.00976271,260.5040334,-0.429710289
625+5.000       ,2977,-102826.3721,-13132.67073,56.00226271,260.5040334,-0.429710289
625+4.000       ,2978,-102826.5371,-13133.65702,55.99476271,260.5040334,-0.429710289
625+3.000       ,2979,-102826.702,-13134.64332,55.98726271,260.5040334,-0.429710289
625+2.000       ,2980,-102826.867,-13135.62962,55.97976271,260.5040334,-0.429710289
625+1.000       ,2981,-102827.032,-13136.61591,55.97226271,260.5040334,-0.429710289
625+0.000       ,2982,-102827.197,-13137.60221,55.96476271,260.5040334,-0.429710289
624+99.000      ,2983,-102827.362,-13138.58851,55.95726271,260.5040334,-0.429710289
624+98.000      ,2984,-102827.5269,-13139.57481,55.94976271,260.5040334,-0.429710289
624+97.000      ,2985,-102827.6919,-13140.5611,55.94226271,260.5040334,-0.429710289
624+96.000      ,2986,-102827.8569,-13141.5474,55.93476271,260.5040334,-0.429710289
624+95.000      ,2987,-102828.0219,-13142.5337,55.92726271,260.5040334,-0.429710289
624+94.000      ,2988,-102828.1868,-13143.51999,55.91976271,260.5040334,-0.429710289
624+93.000      ,2989,-102828.3518,-13144.50629,55.91226271,260.5040334,-0.429710289
624+92.000      ,2990,-102828.5168,-13145.49259,55.90476271,260.5040334,-0.429710289
624+91.000      ,2991,-102828.6818,-13146.47889,55.89726271,260.5040334,-0.429710289
624+90.000      ,2992,-102828.8468,-13147.46518,55.88976271,260.5040334,-0.429710289
624+89.000      ,2993,-102829.0117,-13148.45148,55.88226271,260.5040334,-0.429710289
624+88.000      ,2994,-102829.1767,-13149.43778,55.87476271,260.5040334,-0.429710289
624+87.000      ,2995,-102829.3417,-13150.42408,55.86726271,260.5040334,-0.429710289
624+86.000      ,2996,-102829.5067,-13151.41037,55.85976271,260.5040334,-0.429710289
624+85.000      ,2997,-102829.6717,-13152.39667,55.85226271,260.5040334,-0.429710289
624+84.000      ,2998,-102829.8366,-13153.38297,55.84476271,260.5040334,-0.429710289
624+83.000      ,2999,-102830.0016,-13154.36926,55.83726271,260.5040334,-0.429710289
624+82.000      ,3000,-102830.1666,-13155.35556,55.82976271,260.5040334,-0.429710289
624+81.000      ,3001,-102830.3316,-13156.34186,55.82226271,260.5040334,-0.429710289
624+80.000      ,3002,-102830.4965,-13157.32816,55.81476271,260.5040334,-0.429710289
624+79.000      ,3003,-102830.6615,-13158.31445,55.80726271,260.5040334,-0.429710289
624+78.000      ,3004,-102830.8265,-13159.30075,55.79976271,260.5040334,-0.429710289
624+77.000      ,3005,-102830.9915,-13160.28705,55.79226271,260.5040334,-0.429710289
624+76.000      ,3006,-102831.1565,-13161.27334,55.78476271,260.5040334,-0.429710289
624+75.000      ,3007,-102831.3214,-13162.25964,55.77726271,260.5040334,-0.429710289
624+74.000      ,3008,-102831.4864,-13163.24594,55.76976271,260.5040334,-0.429710289
624+73.000      ,3009,-102831.6514,-13164.23224,55.76226271,260.5040334,-0.429710289
624+72.000      ,3010,-102831.8164,-13165.21853,55.75476271,260.5040334,-0.429710289
624+71.000      ,3011,-102831.9813,-13166.20483,55.74726271,260.5040334,-0.429710289
624+70.000      ,3012,-102832.1463,-13167.19113,55.73976271,260.5040334,-0.429710289
624+69.000      ,3013,-102832.3113,-13168.17743,55.73226271,260.5040334,-0.429710289
624+68.000      ,3014,-102832.4763,-13169.16372,55.72476271,260.5040334,-0.429710289
624+67.000      ,3015,-102832.6413,-13170.15002,55.71726271,260.5040334,-0.429710289
624+66.000      ,3016,-102832.8062,-13171.13632,55.70976271,260.5040334,-0.429710289
624+65.000      ,3017,-102832.9712,-13172.12261,55.70226271,260.5040334,-0.429710289
624+64.000      ,3018,-102833.1362,-13173.10891,55.69476271,260.5040334,-0.429710289
624+63.000      ,3019,-102833.3012,-13174.09521,55.68726271,260.5040334,-0.429710289
