"Œﬂ≤›ƒñºèÃ","ãóó£(m)","Çwç¿ïW(m)","Çxç¿ïW(m)","çÇÇ≥(m)","ï˚à (deg)","ÀﬂØ¡›∏ﬁ(deg)"
"5541+3.000      ",1059,-173254.642669304,-1993.66776895113,52.4367879519123,308.037694474012,1.52370843111758
"5541+2.000      ",1060,-173254.026489535,-1994.45537449505,52.4633879519123,308.037694474012,1.52370843111758
"5541+1.000      ",1061,-173253.410309767,-1995.24298003897,52.4899879519123,308.037694474012,1.52370843111758
"5541+0.000      ",1062,-173252.794129998,-1996.03058558289,52.5165879519123,308.037694474012,1.52370843111758
"5540+9.000      ",1063,-173252.17795023,-1996.81819112682,52.5431879519123,308.037694474012,1.52370843111758
"5540+8.000      ",1064,-173251.561770461,-1997.60579667074,52.5697879519123,308.037694474012,1.52370843111758
"5540+7.000      ",1065,-173250.945590693,-1998.39340221466,52.5963879519123,308.037694474012,1.52370843111758
"5540+6.000      ",1066,-173250.329410924,-1999.18100775858,52.6229879519123,308.037694474012,1.52370843111758
"5540+5.000      ",1067,-173249.713231156,-1999.96861330251,52.6495879519123,308.037694474012,1.52370843111758
"5540+4.000      ",1068,-173249.097051387,-2000.75621884643,52.6761879519123,308.037694474012,1.52370843111758
"5540+3.000      ",1069,-173248.480871618,-2001.54382439035,52.7027879519123,308.037694474012,1.52370843111758
"5540+2.000      ",1070,-173247.86469185,-2002.33142993428,52.7293879519123,308.037694474012,1.52370843111758
"5540+1.000      ",1071,-173247.248512081,-2003.1190354782,52.7559879519123,308.037694474012,1.52370843111758
"5540+0.000      ",1072,-173246.632332313,-2003.90664102212,52.7825879519123,308.037694474012,1.52370843111758
"5539+9.000      ",1073,-173246.016152544,-2004.69424656604,52.8091879519123,308.037694474012,1.52370843111758
"5539+8.000      ",1074,-173245.399972776,-2005.48185210997,52.8357879519123,308.037694474012,1.52370843111758
"5539+7.000      ",1075,-173244.783793007,-2006.26945765389,52.8623879519123,308.037694474012,1.52370843111758
"5539+6.000      ",1076,-173244.167613238,-2007.05706319781,52.8889879519123,308.037694474012,1.52370843111758
"5539+5.000      ",1077,-173243.55143347,-2007.84466874173,52.9155879519123,308.037694474012,1.52370843111758
"5539+4.000      ",1078,-173242.935253701,-2008.63227428566,52.9421879519123,308.037694474012,1.52370843111758
"5539+3.000      ",1079,-173242.319073933,-2009.41987982958,52.9687879519123,308.037694474012,1.52370843111758
"5539+2.000      ",1080,-173241.702894164,-2010.2074853735,52.9953879519123,308.037694474012,1.52370843111758
"5539+1.000      ",1081,-173241.086714396,-2010.99509091742,53.0219879519123,308.037694474012,1.52370843111758
"5539+0.000      ",1082,-173240.470534627,-2011.78269646135,53.0485879519123,308.037694474012,1.52370843111758
"5538+9.000      ",1083,-173239.854354859,-2012.57030200527,53.0751879519123,308.037694474012,1.52370843111758
"5538+8.000      ",1084,-173239.23817509,-2013.35790754919,53.1017879519123,308.037694474012,1.52370843111758
"5538+7.000      ",1085,-173238.621995321,-2014.14551309311,53.1283879519123,308.037694474012,1.52370843111758
"5538+6.000      ",1086,-173238.005815553,-2014.93311863704,53.1549879519123,308.037694474012,1.52370843111758
"5538+5.000      ",1087,-173237.389635784,-2015.72072418096,53.1815879519123,308.037694474012,1.52370843111758
"5538+4.000      ",1088,-173236.773456016,-2016.50832972488,53.2081879519123,308.037694474012,1.52370843111758
"5538+3.000      ",1089,-173236.157276247,-2017.29593526881,53.2347879519123,308.037694474012,1.52370843111758
"5538+2.000      ",1090,-173235.541096479,-2018.08354081273,53.2613879519123,308.037694474012,1.52370843111758
"5538+1.000      ",1091,-173234.92491671,-2018.87114635665,53.2879879519123,308.037694474012,1.52370843111758
"5538+0.000      ",1092,-173234.308736941,-2019.65875190057,53.3145879519123,308.037694474012,1.52370843111758
"5537+9.000      ",1093,-173233.692557173,-2020.4463574445,53.3411879519123,308.037694474012,1.52370843111758
"5537+8.000      ",1094,-173233.076377404,-2021.23396298842,53.3677879519123,308.037694474012,1.52370843111758
"5537+7.000      ",1095,-173232.460197636,-2022.02156853234,53.3943879519123,308.037694474012,1.52370843111758
"5537+6.000      ",1096,-173231.844017867,-2022.80917407626,53.4209879519123,308.037694474012,1.52370843111758
"5537+5.000      ",1097,-173231.227838099,-2023.59677962019,53.4475879519123,308.037694474012,1.52370843111758
"5537+4.000      ",1098,-173230.61165833,-2024.38438516411,53.4741879519123,308.037694474012,1.52370843111758
"5537+3.000      ",1099,-173229.995478562,-2025.17199070803,53.5007879519123,308.037694474012,1.52370843111758
"5537+2.000      ",1100,-173229.379298793,-2025.95959625195,53.5273879519123,308.037694474012,1.52370843111758
"5537+1.000      ",1101,-173228.763119024,-2026.74720179588,53.5539879519123,308.037694474012,1.52370843111758
"5537+0.000      ",1102,-173228.146939256,-2027.5348073398,53.5805879519123,308.037694474012,1.52370843111758
"5536+9.000      ",1103,-173227.530759487,-2028.32241288372,53.6071879519123,308.037694474012,1.52370843111758
"5536+8.000      ",1104,-173226.914579719,-2029.11001842765,53.6337879519123,308.037694474012,1.52370843111758
"5536+7.000      ",1105,-173226.29839995,-2029.89762397157,53.6603879519123,308.037694474012,1.52370843111758
"5536+6.000      ",1106,-173225.682220182,-2030.68522951549,53.6869879519123,308.037694474012,1.52370843111758
"5536+5.000      ",1107,-173225.066040413,-2031.47283505941,53.7135879519123,308.037694474012,1.52370843111758
"5536+4.000      ",1108,-173224.449860645,-2032.26044060334,53.7401879519123,308.037694474012,1.52370843111758
"5536+3.000      ",1109,-173223.833680876,-2033.04804614726,53.7667879519123,308.037694474012,1.52370843111758
"5536+2.000      ",1110,-173223.217501107,-2033.83565169118,53.7933879519123,308.037694474012,1.52370843111758
"5536+1.000      ",1111,-173222.601321339,-2034.6232572351,53.8199879519123,308.037694474012,1.52370843111758
"5536+0.000      ",1112,-173221.98514157,-2035.41086277903,53.8465879519123,308.037694474012,1.52370843111758
"5535+9.000      ",1113,-173221.368961802,-2036.19846832295,53.8731879519123,308.037694474012,1.52370843111758
"5535+8.000      ",1114,-173220.752782033,-2036.98607386687,53.8997879519123,308.037694474012,1.52370843111758
"5535+7.000      ",1115,-173220.136602265,-2037.77367941079,53.9263879519123,308.037694474012,1.52370843111758
"5535+6.000      ",1116,-173219.520422496,-2038.56128495472,53.9529879519123,308.037694474012,1.52370843111758
"5535+5.000      ",1117,-173218.904242727,-2039.34889049864,53.9795879519123,308.037694474012,1.52370843111758
"5535+4.000      ",1118,-173218.288062959,-2040.13649604256,54.0061879519123,308.037694474012,1.52370843111758
"5535+3.000      ",1119,-173217.67188319,-2040.92410158649,54.0327879519123,308.037694474012,1.52370843111758
"5535+2.000      ",1120,-173217.055703422,-2041.71170713041,54.0593879519123,308.037694474012,1.52370843111758
"5535+1.000      ",1121,-173216.439523653,-2042.49931267433,54.0859879519123,308.037694474012,1.52370843111758
"5535+0.000      ",1122,-173215.823343885,-2043.28691821825,54.1125879519123,308.037694474012,1.52370843111758
"5534+9.000      ",1123,-173215.207164116,-2044.07452376218,54.1391879519123,308.037694474012,1.52370843111758
"5534+8.000      ",1124,-173214.590984348,-2044.8621293061,54.1657879519123,308.037694474012,1.52370843111758
"5534+7.000      ",1125,-173213.974804579,-2045.64973485002,54.1923879519123,308.037694474012,1.52370843111758
"5534+6.000      ",1126,-173213.35862481,-2046.43734039394,54.2189879519123,308.037694474012,1.52370843111758
"5534+5.000      ",1127,-173212.742445042,-2047.22494593787,54.2455879519123,308.037694474012,1.52370843111758
"5534+4.000      ",1128,-173212.126265273,-2048.01255148179,54.2721879519123,308.037694474012,1.52370843111758
"5534+3.000      ",1129,-173211.510085505,-2048.80015702571,54.2987879519123,308.037694474012,1.52370843111758
"5534+2.000      ",1130,-173210.893905736,-2049.58776256963,54.3253879519123,308.037694474012,1.52370843111758
"5534+1.000      ",1131,-173210.277725968,-2050.37536811356,54.3519879519123,308.037694474012,1.52370843111758
"5534+0.000      ",1132,-173209.661546199,-2051.16297365748,54.3785879519123,308.037694474012,1.52370843111758
"5533+9.000      ",1133,-173209.045366431,-2051.9505792014,54.4051879519123,308.037694474012,1.52370843111758
"5533+8.000      ",1134,-173208.429186662,-2052.73818474533,54.4317879519123,308.037694474012,1.52370843111758
"5533+7.000      ",1135,-173207.813006893,-2053.52579028925,54.4583879519123,308.037694474012,1.52370843111758
"5533+6.000      ",1136,-173207.196827125,-2054.31339583317,54.4849879519123,308.037694474012,1.52370843111758
"5533+5.000      ",1137,-173206.580647356,-2055.10100137709,54.5115879519123,308.037694474012,1.52370843111758
"5533+4.000      ",1138,-173205.964467588,-2055.88860692102,54.5381879519123,308.037694474012,1.52370843111758
"5533+3.000      ",1139,-173205.348287819,-2056.67621246494,54.5647879519123,308.037694474012,1.52370843111758
"5533+2.000      ",1140,-173204.732108051,-2057.46381800886,54.5913879519123,308.037694474012,1.52370843111758
"5533+1.000      ",1141,-173204.115928282,-2058.25142355278,54.6179879519123,308.037694474012,1.52370843111758
"5533+0.000      ",1142,-173203.499748514,-2059.03902909671,54.6445879519123,308.037694474012,1.52370843111758
"5532+9.000      ",1143,-173202.883568745,-2059.82663464063,54.6711879519123,308.037694474012,1.52370843111758
"5532+8.000      ",1144,-173202.267388976,-2060.61424018455,54.6977879519123,308.037694474012,1.52370843111758
"5532+7.000      ",1145,-173201.651209208,-2061.40184572847,54.7243879519123,308.037694474012,1.52370843111758
"5532+6.000      ",1146,-173201.035029439,-2062.1894512724,54.7509879519123,308.037694474012,1.52370843111758
"5532+5.000      ",1147,-173200.418849671,-2062.97705681632,54.7775879519123,308.037694474012,1.52370843111758
"5532+4.000      ",1148,-173199.802669902,-2063.76466236024,54.8041879519123,308.037694474012,1.52370843111758
"5532+3.000      ",1149,-173199.186490134,-2064.55226790417,54.8307879519123,308.037694474012,1.52370843111758
"5532+2.000      ",1150,-173198.570310365,-2065.33987344809,54.8573879519123,308.037694474012,1.52370843111758
"5532+1.000      ",1151,-173197.954130596,-2066.12747899201,54.8839879519123,308.037694474012,1.52370843111758
"5532+0.000      ",1152,-173197.337950828,-2066.91508453593,54.9105879519123,308.037694474012,1.52370843111758
"5531+9.000      ",1153,-173196.721771059,-2067.70269007986,54.9371879519123,308.037694474012,1.52370843111758
"5531+8.000      ",1154,-173196.105591291,-2068.49029562378,54.9637879519123,308.037694474012,1.52370843111758
"5531+7.000      ",1155,-173195.489411522,-2069.2779011677,54.9903879519123,308.037694474012,1.52370843111758
"5531+6.000      ",1156,-173194.873231754,-2070.06550671162,55.0169879519123,308.037694474012,1.52370843111758
"5531+5.000      ",1157,-173194.257051985,-2070.85311225555,55.0435879519123,308.037694474012,1.52370843111758
"5531+4.000      ",1158,-173193.640872217,-2071.64071779947,55.0701879519123,308.037694474012,1.52370843111758
"5531+3.000      ",1159,-173193.024692448,-2072.42832334339,55.0967879519123,308.037694474012,1.52370843111758
"5531+2.000      ",1160,-173192.408512679,-2073.21592888731,55.1233879519123,308.037694474012,1.52370843111758
"5531+1.000      ",1161,-173191.792332911,-2074.00353443124,55.1499879519123,308.037694474012,1.52370843111758
"5531+0.000      ",1162,-173191.176153142,-2074.79113997516,55.1765879519123,308.037694474012,1.52370843111758
"5530+9.000      ",1163,-173190.559973374,-2075.57874551908,55.2031879519123,308.037694474012,1.52370843111758
"5530+8.000      ",1164,-173189.943793605,-2076.36635106301,55.2297879519123,308.037694474012,1.52370843111758
"5530+7.000      ",1165,-173189.327613837,-2077.15395660693,55.2563879519123,308.037694474012,1.52370843111758
"5530+6.000      ",1166,-173188.711434068,-2077.94156215085,55.2829879519123,308.037694474012,1.52370843111758
"5530+5.000      ",1167,-173188.0952543,-2078.72916769477,55.3095879519123,308.037694474012,1.52370843111758
"5530+4.000      ",1168,-173187.479074531,-2079.5167732387,55.3361879519123,308.037694474012,1.52370843111758
"5530+3.000      ",1169,-173186.862894762,-2080.30437878262,55.3627879519123,308.037694474012,1.52370843111758
"5530+2.000      ",1170,-173186.246714994,-2081.09198432654,55.3893879519123,308.037694474012,1.52370843111758
"5530+1.000      ",1171,-173185.630535225,-2081.87958987046,55.4159879519123,308.037694474012,1.52370843111758
"5530+0.000      ",1172,-173185.014355457,-2082.66719541439,55.4425879519123,308.037694474012,1.52370843111758
"5529+9.000      ",1173,-173184.398175688,-2083.45480095831,55.4691879519123,308.037694474012,1.52370843111758
"5529+8.000      ",1174,-173183.78199592,-2084.24240650223,55.4957879519123,308.037694474012,1.52370843111758
"5529+7.000      ",1175,-173183.165816151,-2085.03001204615,55.5223879519123,308.037694474012,1.52370843111758
"5529+6.000      ",1176,-173182.549636382,-2085.81761759008,55.5489879519123,308.037694474012,1.52370843111758
"5529+5.000      ",1177,-173181.933456614,-2086.605223134,55.5755879519123,308.037694474012,1.52370843111758
"5529+4.000      ",1178,-173181.317276845,-2087.39282867792,55.6021879519123,308.037694474012,1.52370843111758
"5529+3.000      ",1179,-173180.701097077,-2088.18043422185,55.6287879519123,308.037694474012,1.52370843111758
"5529+2.000      ",1180,-173180.084917308,-2088.96803976577,55.6553879519123,308.037694474012,1.52370843111758
"5529+1.000      ",1181,-173179.46873754,-2089.75564530969,55.6819879519123,308.037694474012,1.52370843111758
"5529+0.000      ",1182,-173178.852557771,-2090.54325085361,55.7085879519123,308.037694474012,1.52370843111758
"5528+9.000      ",1183,-173178.236378003,-2091.33085639754,55.7351879519123,308.037694474012,1.52370843111758
"5528+8.000      ",1184,-173177.620198234,-2092.11846194146,55.7617879519123,308.037694474012,1.52370843111758
"5528+7.000      ",1185,-173177.004018465,-2092.90606748538,55.7883879519123,308.037694474012,1.52370843111758
"5528+6.000      ",1186,-173176.387838697,-2093.6936730293,55.8149879519123,308.037694474012,1.52370843111758
"5528+5.000      ",1187,-173175.771658928,-2094.48127857323,55.8415879519123,308.037694474012,1.52370843111758
"5528+4.000      ",1188,-173175.15547916,-2095.26888411715,55.8681879519123,308.037694474012,1.52370843111758
"5528+3.000      ",1189,-173174.539299391,-2096.05648966107,55.8947879519123,308.037694474012,1.52370843111758
"5528+2.000      ",1190,-173173.923119623,-2096.84409520499,55.9213879519123,308.037694474012,1.52370843111758
"5528+1.000      ",1191,-173173.306939854,-2097.63170074892,55.9479879519123,308.037694474012,1.52370843111758
"5528+0.000      ",1192,-173172.690760086,-2098.41930629284,55.9745879519123,308.037694474012,1.52370843111758
"5527+9.000      ",1193,-173172.074580317,-2099.20691183676,56.0011879519123,308.037694474012,1.52370843111758
"5527+8.000      ",1194,-173171.458400548,-2099.99451738069,56.0277879519123,308.037694474012,1.52370843111758
"5527+7.000      ",1195,-173170.84222078,-2100.78212292461,56.0543879519123,308.037694474012,1.52370843111758
"5527+6.000      ",1196,-173170.226041011,-2101.56972846853,56.0809879519123,308.037694474012,1.52370843111758
"5527+5.000      ",1197,-173169.609861243,-2102.35733401245,56.1075879519123,308.037694474012,1.52370843111758
"5527+4.000      ",1198,-173168.993681474,-2103.14493955638,56.1341879519123,308.037694474012,1.52370843111758
"5527+3.000      ",1199,-173168.377501706,-2103.9325451003,56.1607879519123,308.037694474012,1.52370843111758
"5527+2.000      ",1200,-173167.761321937,-2104.72015064422,56.1873879519123,308.037694474012,1.52370843111758
"5527+1.000      ",1201,-173167.145142169,-2105.50775618814,56.2139879519123,308.037694474012,1.52370843111758
"5527+0.000      ",1202,-173166.5289624,-2106.29536173207,56.2405879519123,308.037694474012,1.52370843111758
"5526+9.000      ",1203,-173165.912782631,-2107.08296727599,56.2671879519123,308.037694474012,1.52370843111758
"5526+8.000      ",1204,-173165.296602863,-2107.87057281991,56.2937879519123,308.037694474012,1.52370843111758
"5526+7.000      ",1205,-173164.680423094,-2108.65817836383,56.3203879519123,308.037694474012,1.52370843111758
"5526+6.000      ",1206,-173164.064243326,-2109.44578390776,56.3469879519123,308.037694474012,1.52370843111758
"5526+5.000      ",1207,-173163.448063557,-2110.23338945168,56.3735879519123,308.037694474012,1.52370843111758
"5526+4.000      ",1208,-173162.831883789,-2111.0209949956,56.4001879519123,308.037694474012,1.52370843111758
"5526+3.000      ",1209,-173162.21570402,-2111.80860053952,56.4267879519123,308.037694474012,1.52370843111758
"5526+2.000      ",1210,-173161.599524251,-2112.59620608345,56.4533879519123,308.037694474012,1.52370843111758
"5526+1.000      ",1211,-173160.983344483,-2113.38381162737,56.4799879519123,308.037694474012,1.52370843111758
"5526+0.000      ",1212,-173160.367164714,-2114.17141717129,56.5065879519123,308.037694474012,1.52370843111758
"5525+9.000      ",1213,-173159.750984946,-2114.95902271522,56.5331879519123,308.037694474012,1.52370843111758
"5525+8.000      ",1214,-173159.134805177,-2115.74662825914,56.5597879519123,308.037694474012,1.52370843111758
"5525+7.000      ",1215,-173158.518625409,-2116.53423380306,56.5863879519123,308.037694474012,1.52370843111758
"5525+6.000      ",1216,-173157.90244564,-2117.32183934698,56.6129879519123,308.037694474012,1.52370843111758
"5525+5.000      ",1217,-173157.286265872,-2118.10944489091,56.6395879519123,308.037694474012,1.52370843111758
"5525+4.000      ",1218,-173156.670086103,-2118.89705043483,56.6661879519123,308.037694474012,1.52370843111758
"5525+3.000      ",1219,-173156.053906334,-2119.68465597875,56.6927879519123,308.037694474012,1.52370843111758
"5525+2.000      ",1220,-173155.437726566,-2120.47226152267,56.7193879519123,308.037694474012,1.52370843111758
"5525+1.000      ",1221,-173154.821546797,-2121.2598670666,56.7459879519123,308.037694474012,1.52370843111758
"5525+0.000      ",1222,-173154.205367029,-2122.04747261052,56.7725879519123,308.037694474012,1.52370843111758
"5524+9.000      ",1223,-173153.58918726,-2122.83507815444,56.7991879519123,308.037694474012,1.52370843111758
"5524+8.000      ",1224,-173152.973007492,-2123.62268369836,56.8257879519123,308.037694474012,1.52370843111758
"5524+7.000      ",1225,-173152.356827723,-2124.41028924229,56.8523879519123,308.037694474012,1.52370843111758
"5524+6.000      ",1226,-173151.740647954,-2125.19789478621,56.8789879519123,308.037694474012,1.52370843111758
"5524+5.000      ",1227,-173151.124468186,-2125.98550033013,56.9055879519123,308.037694474012,1.52370843111758
"5524+4.000      ",1228,-173150.508288417,-2126.77310587406,56.9321879519123,308.037694474012,1.52370843111758
"5524+3.000      ",1229,-173149.892108649,-2127.56071141798,56.9587879519123,308.037694474012,1.52370843111758
"5524+2.000      ",1230,-173149.27592888,-2128.3483169619,56.9853879519123,308.037694474012,1.52370843111758
"5524+1.000      ",1231,-173148.659749112,-2129.13592250582,57.0119879519123,308.037694474012,1.52370843111758
"5524+0.000      ",1232,-173148.043569343,-2129.92352804975,57.0385879519123,308.037694474012,1.52370843111758
"5523+9.000      ",1233,-173147.427389575,-2130.71113359367,57.0651879519123,308.037694474012,1.52370843111758
"5523+8.000      ",1234,-173146.811209806,-2131.49873913759,57.0917879519123,308.037694474012,1.52370843111758
"5523+7.000      ",1235,-173146.195030037,-2132.28634468151,57.1183879519123,308.037694474012,1.52370843111758
"5523+6.000      ",1236,-173145.578850269,-2133.07395022544,57.1449879519123,308.037694474012,1.52370843111758
"5523+5.000      ",1237,-173144.9626705,-2133.86155576936,57.1715879519123,308.037694474012,1.52370843111758
"5523+4.000      ",1238,-173144.346490732,-2134.64916131328,57.1981879519123,308.037694474012,1.52370843111758
"5523+3.000      ",1239,-173143.730310963,-2135.4367668572,57.2247879519123,308.037694474012,1.52370843111758
"5523+2.000      ",1240,-173143.114131195,-2136.22437240113,57.2513879519123,308.037694474012,1.52370843111758
"5523+1.000      ",1241,-173142.497951426,-2137.01197794505,57.2779879519123,308.037694474012,1.52370843111758
"5523+0.000      ",1242,-173141.881771658,-2137.79958348897,57.3045879519123,308.037694474012,1.52370843111758
"5522+9.000      ",1243,-173141.265591889,-2138.5871890329,57.3311879519123,308.037694474012,1.52370843111758
"5522+8.000      ",1244,-173140.64941212,-2139.37479457682,57.3577879519123,308.037694474012,1.52370843111758
"5522+7.000      ",1245,-173140.033232352,-2140.16240012074,57.3843879519123,308.037694474012,1.52370843111758
"5522+6.000      ",1246,-173139.417052583,-2140.95000566466,57.4109879519123,308.037694474012,1.52370843111758
"5522+5.000      ",1247,-173138.800872815,-2141.73761120859,57.4375879519123,308.037694474012,1.52370843111758
"5522+4.000      ",1248,-173138.184693046,-2142.52521675251,57.4641879519123,308.037694474012,1.52370843111758
"5522+3.000      ",1249,-173137.568513278,-2143.31282229643,57.4907879519123,308.037694474012,1.52370843111758
"5522+2.000      ",1250,-173136.952333509,-2144.10042784035,57.5173879519123,308.037694474012,1.52370843111758
"5522+1.000      ",1251,-173136.336153741,-2144.88803338428,57.5439879519123,308.037694474012,1.52370843111758
"5522+0.000      ",1252,-173135.719973972,-2145.6756389282,57.5705879519123,308.037694474012,1.52370843111758
"5521+9.000      ",1253,-173135.103794203,-2146.46324447212,57.5971879519123,308.037694474012,1.52370843111758
"5521+8.000      ",1254,-173134.487614435,-2147.25085001604,57.6237879519123,308.037694474012,1.52370843111758
"5521+7.000      ",1255,-173133.871434666,-2148.03845555997,57.6503879519123,308.037694474012,1.52370843111758
"5521+6.000      ",1256,-173133.255254898,-2148.82606110389,57.6769879519123,308.037694474012,1.52370843111758
"5521+5.000      ",1257,-173132.639075129,-2149.61366664781,57.7035879519123,308.037694474012,1.52370843111758
"5521+4.000      ",1258,-173132.022895361,-2150.40127219174,57.7301879519123,308.037694474012,1.52370843111758
"5521+3.000      ",1259,-173131.406715592,-2151.18887773566,57.7567879519123,308.037694474012,1.52370843111758
"5521+2.000      ",1260,-173130.790535823,-2151.97648327958,57.7833879519123,308.037694474012,1.52370843111758
"5521+1.000      ",1261,-173130.174356055,-2152.7640888235,57.8099879519123,308.037694474012,1.52370843111758
"5521+0.000      ",1262,-173129.558176286,-2153.55169436743,57.8365879519123,308.037694474012,1.52370843111758
"5520+9.000      ",1263,-173128.941996518,-2154.33929991135,57.8631879519123,308.037694474012,1.52370843111758
"5520+8.000      ",1264,-173128.325816749,-2155.12690545527,57.8897879519123,308.037694474012,1.52370843111758
"5520+7.000      ",1265,-173127.709636981,-2155.91451099919,57.9163879519123,308.037694474012,1.52370843111758
"5520+6.000      ",1266,-173127.093457212,-2156.70211654312,57.9429879519123,308.037694474012,1.52370843111758
"5520+5.000      ",1267,-173126.477277444,-2157.48972208704,57.9695879519123,308.037694474012,1.52370843111758
"5520+4.000      ",1268,-173125.861097675,-2158.27732763096,57.9961879519123,308.037694474012,1.52370843111758
"5520+3.000      ",1269,-173125.244917906,-2159.06493317488,58.0227879519123,308.037694474012,1.52370843111758
"5520+2.000      ",1270,-173124.628738138,-2159.85253871881,58.0493879519123,308.037694474012,1.52370843111758
"5520+1.000      ",1271,-173124.012558369,-2160.64014426273,58.0759879519123,308.037694474012,1.52370843111758
"5520+0.000      ",1272,-173123.396378601,-2161.42774980665,58.1025879519123,308.037694474012,1.52370843111758
"5519+9.000      ",1273,-173122.780198832,-2162.21535535058,58.1291879519123,308.037694474012,1.52370843111758
"5519+8.000      ",1274,-173122.164019064,-2163.0029608945,58.1557879519123,308.037694474012,1.52370843111758
"5519+7.000      ",1275,-173121.547839295,-2163.79056643842,58.1823879519123,308.037694474012,1.52370843111758
"5519+6.000      ",1276,-173120.931659527,-2164.57817198234,58.2089879519123,308.037694474012,1.52370843111758
"5519+5.000      ",1277,-173120.315479758,-2165.36577752627,58.2355879519123,308.037694474012,1.52370843111758
"5519+4.000      ",1278,-173119.699299989,-2166.15338307019,58.2621879519123,308.037694474012,1.52370843111758
"5519+3.000      ",1279,-173119.083120221,-2166.94098861411,58.2887879519123,308.037694474012,1.52370843111758
"5519+2.000      ",1280,-173118.466940452,-2167.72859415803,58.3153879519123,308.037694474012,1.52370843111758
"5519+1.000      ",1281,-173117.850760684,-2168.51619970196,58.3419879519123,308.037694474012,1.52370843111758
"5519+0.000      ",1282,-173117.234580915,-2169.30380524588,58.3685879519123,308.037694474012,1.52370843111758
"5518+9.000      ",1283,-173116.618401147,-2170.0914107898,58.3951879519123,308.037694474012,1.52370843111758
"5518+8.000      ",1284,-173116.002221378,-2170.87901633372,58.4217879519123,308.037694474012,1.52370843111758
"5518+7.000      ",1285,-173115.386041609,-2171.66662187765,58.4483879519123,308.037694474012,1.52370843111758
"5518+6.000      ",1286,-173114.769861841,-2172.45422742157,58.4749879519123,308.037694474012,1.52370843111758
"5518+5.000      ",1287,-173114.153682072,-2173.24183296549,58.5015879519123,308.037694474012,1.52370843111758
"5518+4.000      ",1288,-173113.537502304,-2174.02943850942,58.5281879519123,308.037694474012,1.52370843111758
"5518+3.000      ",1289,-173112.921322535,-2174.81704405334,58.5547879519123,308.037694474012,1.52370843111758
"5518+2.000      ",1290,-173112.305142767,-2175.60464959726,58.5813879519123,308.037694474012,1.52370843111758
"5518+1.000      ",1291,-173111.688962998,-2176.39225514118,58.6079879519123,308.037694474012,1.52370843111758
"5518+0.000      ",1292,-173111.07278323,-2177.17986068511,58.6345879519123,308.037694474012,1.52370843111758
"5517+9.000      ",1293,-173110.456603461,-2177.96746622903,58.6611879519123,308.037694474012,1.52370843111758
"5517+8.000      ",1294,-173109.840423692,-2178.75507177295,58.6877879519123,308.037694474012,1.52370843111758
"5517+7.000      ",1295,-173109.224243924,-2179.54267731687,58.7143879519123,308.037694474012,1.52370843111758
"5517+6.000      ",1296,-173108.608064155,-2180.3302828608,58.7409879519123,308.037694474012,1.52370843111758
"5517+5.000      ",1297,-173107.991884387,-2181.11788840472,58.7675879519123,308.037694474012,1.52370843111758
"5517+4.000      ",1298,-173107.375704618,-2181.90549394864,58.7941879519123,308.037694474012,1.52370843111758
"5517+3.000      ",1299,-173106.75952485,-2182.69309949256,58.8207879519123,308.037694474012,1.52370843111758
"5517+2.000      ",1300,-173106.143345081,-2183.48070503649,58.8473879519123,308.037694474012,1.52370843111758
"5517+1.000      ",1301,-173105.527165313,-2184.26831058041,58.8739879519123,308.037694474012,1.52370843111758
"5517+0.000      ",1302,-173104.910985544,-2185.05591612433,58.9005879519123,308.037694474012,1.52370843111758
"5516+9.000      ",1303,-173104.294805775,-2185.84352166826,58.9271879519123,308.037694474012,1.52370843111758
"5516+8.000      ",1304,-173103.678626007,-2186.63112721218,58.9537879519123,308.037694474012,1.52370843111758
"5516+7.000      ",1305,-173103.062446238,-2187.4187327561,58.9803879519123,308.037694474012,1.52370843111758
"5516+6.000      ",1306,-173102.44626647,-2188.20633830002,59.0069879519123,308.037694474012,1.52370843111758
"5516+5.000      ",1307,-173101.830086701,-2188.99394384395,59.0335879519123,308.037694474012,1.52370843111758
"5516+4.000      ",1308,-173101.213906933,-2189.78154938787,59.0601879519123,308.037694474012,1.52370843111758
"5516+3.000      ",1309,-173100.597727164,-2190.56915493179,59.0867879519123,308.037694474012,1.52370843111758
"5516+2.000      ",1310,-173099.981547395,-2191.35676047571,59.1133879519123,308.037694474012,1.52370843111758
"5516+1.000      ",1311,-173099.365367627,-2192.14436601964,59.1399879519123,308.037694474012,1.52370843111758
"5516+0.000      ",1312,-173098.749187858,-2192.93197156356,59.1665879519123,308.037694474012,1.52370843111758
"5515+9.000      ",1313,-173098.13300809,-2193.71957710748,59.1931879519123,308.037694474012,1.52370843111758
"5515+8.000      ",1314,-173097.516828321,-2194.5071826514,59.2197879519123,308.037694474012,1.52370843111758
"5515+7.000      ",1315,-173096.900648553,-2195.29478819533,59.2463879519123,308.037694474012,1.52370843111758
"5515+6.000      ",1316,-173096.284468784,-2196.08239373925,59.2729879519123,308.037694474012,1.52370843111758
"5515+5.000      ",1317,-173095.668289016,-2196.86999928317,59.2995879519123,308.037694474012,1.52370843111758
"5515+4.000      ",1318,-173095.052109247,-2197.65760482709,59.3261879519123,308.037694474012,1.52370843111758
"5515+3.000      ",1319,-173094.435929478,-2198.44521037102,59.3527879519123,308.037694474012,1.52370843111758
"5515+2.000      ",1320,-173093.81974971,-2199.23281591494,59.3793879519123,308.037694474012,1.52370843111758
