ﾎﾟｲﾝﾄ名称,距離(m),形成時代,大区分,岩相
24+22.000       ,824.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+23.000       ,825.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+24.000       ,826.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+25.000       ,827.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+26.000       ,828.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+27.000       ,829.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+28.000       ,830.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+29.000       ,831.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+30.000       ,832.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+31.000       ,833.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+32.000       ,834.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+33.000       ,835.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+34.000       ,836.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+35.000       ,837.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+36.000       ,838.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+37.000       ,839.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+38.000       ,840.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+39.000       ,841.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+40.000       ,842.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+41.000       ,843.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+42.000       ,844.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+43.000       ,845.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+44.000       ,846.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+45.000       ,847.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+46.000       ,848.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+47.000       ,849.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+48.000       ,850.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+49.000       ,851.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+50.000       ,852.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+51.000       ,853.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+52.000       ,854.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+53.000       ,855.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+54.000       ,856.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+55.000       ,857.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+56.000       ,858.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+57.000       ,859.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+58.000       ,860.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+59.000       ,861.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+60.000       ,862.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+61.000       ,863.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+62.000       ,864.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+63.000       ,865.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+64.000       ,866.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+65.000       ,867.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+66.000       ,868.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+67.000       ,869.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+68.000       ,870.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+69.000       ,871.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+70.000       ,872.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+71.000       ,873.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+72.000       ,874.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+73.000       ,875.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+74.000       ,876.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+75.000       ,877.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+76.000       ,878.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+77.000       ,879.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+78.000       ,880.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+79.000       ,881.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+80.000       ,882.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+81.000       ,883.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+82.000       ,884.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+83.000       ,885.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+84.000       ,886.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+85.000       ,887.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+86.000       ,888.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+87.000       ,889.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+88.000       ,890.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+89.000       ,891.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+90.000       ,892.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+91.000       ,893.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+92.000       ,894.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+93.000       ,895.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+94.000       ,896.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+95.000       ,897.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+96.000       ,898.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+97.000       ,899.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+98.000       ,900.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
24+99.000       ,901.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+0.000        ,902.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+1.000        ,903.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+2.000        ,904.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+3.000        ,905.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+4.000        ,906.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+5.000        ,907.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+6.000        ,908.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+7.000        ,909.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+8.000        ,910.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+9.000        ,911.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+10.000       ,912.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+11.000       ,913.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+12.000       ,914.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+13.000       ,915.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+14.000       ,916.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+15.000       ,917.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+16.000       ,918.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+17.000       ,919.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
25+18.000       ,920.0,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,火成岩,閃緑岩・石英閃緑岩 島弧・大陸
